Voter Registration,Registration Date,Name,Street #,Apt #,Street Name,City,Zip Code,County,Race,Gender,Status,Year of Birth
01833466,1965-9-2,"WALLACE, JO",73,486,MANNING WILLIAMS RD,BAXLEY,31513 - 6147,APPLING,White not of Hispanic Origin,F,Active,1965
11251828,1997-2-25,"CARTER, ELSIE",563,930,WAYNE JONES RD,BRISTOL,31513 - 7168,APPLING,White not of Hispanic Origin,F,Cancelled,1997
12308047,1983-8-20,"JACKSON, TAMALA",609,,POOR ROBIN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1983
07985732,2014-7-8,"RAMIREZ CASTILLO, MARJORIE",831,747,FOREST AVE,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2014
05070243,1961-8-27,"BRANNEN, DUWAYNE",78,,GOLDEN ISLE W,BAXLEY,31513 - 2032,APPLING,White not of Hispanic Origin,M,Inactive,1961
650373,1984-10-21,"MCGONAGLE, ESTELLE",469,764,S MAIN ST,BAXLEY,31513 - 6636,APPLING,White not of Hispanic Origin,F,Inactive,1984
06190998,1963-7-3,"BUSH, CAITLYN",180,54,POOR ROBIN RD,BAXLEY,31513 - 0020,APPLING,White not of Hispanic Origin,F,Cancelled,1963
03444861,1962-4-16,"SELLERS, WALTER",756,961,MARIETTA ST SE,SURRENCY,31513,APPLING,Black not of Hispanic Origin,M,Active,1962
10197637,2017-12-1,"CRUZ, MARIAN",182,,BUCK HEAD RD,BAXLEY,31513 - 8736,APPLING,White not of Hispanic Origin,F,Active,2017
00647661,2018-2-4,"PRUITT, JOCELYN",40,,MIDDLEWOOD DR,BAXLEY,31513 - 4105,APPLING,White not of Hispanic Origin,F,Active,2018
12626160,1970-10-2,"OGDEN, LANDON",559,533,SPRING BRANCH CHURCH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1970
11179394,2016-1-8,"ROBERTS, BRYANA",171,378,BLACKSHEAR HWY,BAXLEY,31513 - 8681,APPLING,White not of Hispanic Origin,F,Active,2016
08045908,1978-1-15,"CRAY, HEZEKIAH",171,733,TERRACE DR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,1978
11064016,2023-7-18,"KNOY, WARD",37,595,ORANGE ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,2023
00655010,1975-2-18,"DAVIS, CATHARINE",201,,PATTERSON RD,BAXLEY,31513 - 7325,APPLING,White not of Hispanic Origin,F,Active,1975
04500026,1973-11-21,"CASH, REX",639,814,LEWIS SEAD RD,BAXLEY,31563 - 3647,APPLING,Unknown,M,Cancelled,1973
654731,1963-9-13,"REEVES, VITO",802,,BEACH RD,BAXLEY,31513 - 3193,APPLING,White not of Hispanic Origin,M,Cancelled,1963
08484780,1992-6-2,"BLACK, LYDA",653,,NORTHSIDE ST,BAXLEY,31563 - 2445,APPLING,White not of Hispanic Origin,F,Active,1992
08199611,2013-1-7,"WALLACE, MIKE",529,33,BUCK WILLIAMS RD,BAXLEY,31513 - 7680,APPLING,White not of Hispanic Origin,M,Cancelled,2013
00652473,2017-3-21,"PLASCENCIA PEREZ, HANS",504,762,DUNNS LAKE RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2017
00652019,2002-3-1,"JACOBS, RIGOBERTO",814,,TORRANCE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2002
11284601,1963-11-12,"BOATRIGHT, DENIS",490,,CLINT JOHNSON RD,BAXLEY,31513 - 6577,APPLING,White not of Hispanic Origin,M,Cancelled,1963
13480938,1971-6-19,"LASSITER, INA",633,586,PEACHTREE ST,BAXLEY,31563 - 2427,APPLING,White not of Hispanic Origin,F,Cancelled,1971
04320750,1972-2-20,"MENDOZA, DEWITT",758,,BLACKSHEAR HWY,BRISTOL,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1972
11777877,1984-1-11,"THOMAS, DIEGO",348,489,CYPRESS KNEE DR,BAXLEY,31513 - 2815,APPLING,White not of Hispanic Origin,Unknown,Active,1984
06216928,1994-12-16,"ODOM, EDGAR",993,386,PINEVIEW AVE,BAXLEY,31563 - 3204,APPLING,White not of Hispanic Origin,M,Active,1994
00655318,2015-2-13,"TREON, CORTEZ",94,176,LEWIS SEAD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2015
00648210,1961-8-27,"ROWELL, FREDRICK",2,,Street Name,BRISTOL,31513 - 2407,APPLING,White not of Hispanic Origin,M,Active,1961
00649335,1998-2-17,"BROOKS, EMMA",7,29,POOR ROBIN RD,BAXLEY,31513 - 7445,APPLING,Black not of Hispanic Origin,M,Active,1998
03281243,2008-11-9,"PEARCE, JORDAN",288,355,BRANCH RD,BAXLEY,31513 - 4615,APPLING,Black not of Hispanic Origin,M,Cancelled,2008
05081601,1978-10-14,"WHITAKER, BERNARDO",276,,SELLERS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1978
06634102,1967-12-8,"CURETON, JAMESON",691,,DYAL SCHOOL RD,SURRENCY,31513 - 7575,APPLING,White not of Hispanic Origin,M,Cancelled,1967
12649446,2023-8-12,"JOHNSON, AUDREY",953,981,BLACKSHEAR HWY,BAXLEY,31513 - 5635,APPLING,Black not of Hispanic Origin,F,Active,2023
05219908,1996-10-11,"MILLER, ROXANE",664,,BILL MORRIS RD,BAXLEY,31513 - 3891,APPLING,White not of Hispanic Origin,F,Cancelled,1996
00654436,1981-1-9,"GAY, MARCO",709,,RED DOT RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1981
11460844,2003-12-1,"CARTER, FURMAN",481,780,HIGHLAND DR,BAXLEY,31557,APPLING,White not of Hispanic Origin,M,Active,2003
7181093,1986-10-28,"MINCEY, NICKY",76,,BLACKSHEAR HWY,BRISTOL,31513 - 2816,APPLING,White not of Hispanic Origin,M,Active,1986
12074675,1968-9-21,"SUTTON, KARL",911,288,HILL TOP RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1968
12544594,1961-3-16,"WASDEN, KAMERON",277,,JOHN HERNDON RD SE,BAXLEY,31513 - 7208,APPLING,White not of Hispanic Origin,Unknown,Active,1961
11522265,1995-11-13,"JONES, ELLA",81,,JENNIFER LN,BAXLEY,31539,APPLING,White not of Hispanic Origin,F,Active,1995
11768936,2021-5-18,"GREEN, MYRTLE",196,,HOLMESVILLE AVE,BAXLEY,31513 - 5501,APPLING,White not of Hispanic Origin,M,Active,2021
06396210,2014-3-16,"ROGERS, KAIYA",42,776,OAKDALE CIR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2014
00654816,2006-4-23,"GAMBLE, GLENNA",446,271,COLONIAL DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2006
12989431,1972-2-16,"KENNEDY, CHARLA",495,,CLIFTON RD,BAXLEY,31513 - 6204,APPLING,White not of Hispanic Origin,F,Active,1972
04506084,2000-8-17,"CASAS, BRUCE",847,685,NAILS FERRY RD,BAXLEY,31513 - 6836,APPLING,White not of Hispanic Origin,M,Active,2000
6465293,1972-12-20,"TOMBERLIN, PETE",448,,MURPHY RD,BAXLEY,31563 - 2943,APPLING,Black not of Hispanic Origin,M,Cancelled,1972
00650682,1972-10-18,"SEXTON, JESS",988,229,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1972
08402916,2018-7-18,"WEAVER, PRINCE",432,778,JONES ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2018
10020373,2012-3-10,"COLEMAN, SOFIA",558,,DUNNS LAKE RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2012
05487005,1982-12-21,"OXENDINE, MARIANNA",743,,JEKYLL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1982
11500047,1981-10-14,"LAMB, CHANEL",36,,BILL MORRIS RD,BAXLEY,31563 - 2242,APPLING,White not of Hispanic Origin,F,Active,1981
01038252,2017-9-18,"SIKES, KODY",720,480,CYPRESS DR,BAXLEY,31513 - 0308,APPLING,White not of Hispanic Origin,M,Cancelled,2017
00652589,1996-1-2,"DANIELS, BETTINA",46,421,JONES ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1996
08676379,1979-4-24,"CORIANO, MARCIE",907,789,ED IGOU RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1979
06480571,2002-9-17,"BARFIELD, BRANT",18,690,BUFKIN RD,BAXLEY,31518 - 3806,APPLING,Black not of Hispanic Origin,M,Active,2002
08131863,2007-7-20,"CAMPBELL, JACKSON",45,267,EDSEL SMITH RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,M,Active,2007
651649,1977-3-6,"GREEN, HEATH",503,,MILTON SELLERS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1977
03525934,1984-9-21,"TAYLOR, ZANE",449,476,COUNTY FARM RD,BAXLEY,31513 - 7921,APPLING,White not of Hispanic Origin,M,Cancelled,1984
06634096,1999-8-3,"ROBINSON, DARYL",420,703,MILES RD,SURRENCY,31513 - 7867,APPLING,Black not of Hispanic Origin,M,Cancelled,1999
4693347,2004-6-27,"SHEFFIELD, MARGARITA",262,702,TIPPINS ST,BAXLEY,31555 - 6014,APPLING,White not of Hispanic Origin,F,Active,2004
08182740,2013-3-20,"CRAVEY, BRITNEY",147,340,BEACH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2013
03834434,1989-10-28,"MORFIN, ZORA",705,,NAILS FERRY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1989
07876314,2016-2-25,"DAVIS, MORGAN",636,,DYAL RD,BAXLEY,31513 - 0563,APPLING,White not of Hispanic Origin,M,Cancelled,2016
07776689,1997-4-10,"TAYLOR, WILLARD",399,730,HATCH PKWY N,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1997
00653106,1969-7-16,"BAXLEY, IZAIAH",161,937,LONG BRANCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1969
03890607,1986-10-17,"WOOTEN, PINK",933,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1986
00654925,2006-2-10,"HAMPTON, EMELINE",568,,ORANGE ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2006
10188702,1964-11-1,"MAXWELL, ALPHONSE",627,374,HILL TOP RD,BRISTOL,31513,APPLING,White not of Hispanic Origin,M,Active,1964
06102283,2012-4-10,"MOCK, ODELL",698,43,S LEE ST,BAXLEY,31513 - 7548,APPLING,White not of Hispanic Origin,M,Active,2012
13348153,1998-10-8,"HALL, EDWIN",171,507,VASCO JOHNSON RD,BAXLEY,31513,APPLING,American Indian or Alaskan Native,M,Active,1998
11775171,1996-6-20,"TURNER, MICAH",990,795,LAWANNA DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1996
01050161,2008-8-15,"CARTER, DEWEY",166,,MELTON CHAPEL CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2008
04501911,1976-5-28,"WILCOX, OCIE",246,,BLACKSHEAR HWY,SURRENCY,31513 - 4766,APPLING,Black not of Hispanic Origin,M,Active,1976
08941602,2010-12-6,"GIBBS, CHRISTIAN",289,682,WILLIAMSON CIR,BAXLEY,31513 - 8584,APPLING,White not of Hispanic Origin,M,Active,2010
04342120,1978-10-28,"BRADY, STEFAN",385,364,DUNNS LAKE RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,1978
04082848,2006-3-14,"DAVIS, ALBERTA",865,287,RED OAK RD,BAXLEY,31513 - 8025,APPLING,Black not of Hispanic Origin,F,Active,2006
00358417,2008-7-15,"WOODARD, MOZELL",43,336,NORTHWOOD DR,BAXLEY,31513 - 0224,APPLING,Unknown,F,Cancelled,2008
00648368,1995-8-1,"MCKENZIE, AXL",618,475,BEN CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1995
11386437,1998-5-1,"WATTS, LESLIE",572,349,HOPPS ST,BAXLEY,31539,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,1998
3486729,1989-5-16,"CARTER, HARLAN",76,287,MILES CHAPEL CHURCH RD,BAXLEY,31563 - 2066,APPLING,White not of Hispanic Origin,M,Active,1989
13027694,2010-8-28,"DAVIS, GARLAND",166,246,LAMAR CROSBY RD,BAXLEY,31513 - 7441,APPLING,White not of Hispanic Origin,M,Cancelled,2010
651276,2015-12-9,"CORTEZ, RAYMUNDO",726,993,VEAL CAMP RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2015
03696420,1962-1-24,"HARRIS, CAPTAIN",87,809,W PECAN ST,PATTERSON,31513,APPLING,White not of Hispanic Origin,M,Active,1962
06875639,1986-3-23,"PARK, TRENTON",262,,JACK DEAL RD,BAXLEY,31513,APPLING,Unknown,M,Inactive,1986
10556228,1994-1-8,"COCHRAN, RIGOBERTO",778,54,COUNTY FARM RD,BAXLEY,31513 - 7319,APPLING,White not of Hispanic Origin,M,Active,1994
11804786,1996-6-8,"JOHNSON, FELICIA",570,112,GOLDEN ISLE E,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1996
13508778,1968-10-26,"PHILLIPS, MYRTIS",686,626,SATILLA CHURCH RD,BAXLEY,31518,APPLING,Black not of Hispanic Origin,Unknown,Active,1968
01128896,2020-7-14,"MATHEWS, KIRA",999,492,SHEFFIELD RD,BAXLEY,31513 - 4441,APPLING,Other,F,Active,2020
12494911,1976-10-25,"MOORE, GAYLON",317,371,GA HIGHWAY 144,BAXLEY,31513 - 1628,APPLING,Unknown,M,Inactive,1976
03877451,2017-12-23,"HERRINGTON, NATALIE",807,797,WILSON LANDING RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,2017
03276922,1974-8-2,"CARTER, ELI",480,,BLUEBERRY AVE,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1974
1582164,2009-4-8,"PERRY, FRANCINE",359,789,CRAVEN RD,BAXLEY,31513 - 3313,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2009
13101847,1963-5-16,"LUST, JEANNETTE",576,,PENDLETON ST,BAXLEY,31513 - 9802,APPLING,Unknown,F,Active,1963
05273586,1982-7-26,"SPIKES, KRISTI",61,,BARNEY LEWIS RD,BAXLEY,31513 - 7149,APPLING,White not of Hispanic Origin,Unknown,Active,1982
00653642,1963-4-21,"ANDERSON, CARL",574,698,SPRING BRANCH CHURCH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1963
03479883,1995-4-11,"CAULEY, HOLLIS",2,511,BLACKSHEAR HWY,BAXLEY,31513 - 6588,APPLING,White not of Hispanic Origin,M,Active,1995
07276832,1960-11-3,"ARNOLD, NEVIN",746,74,JAMES KENT RD,BAXLEY,31513 - 7932,APPLING,White not of Hispanic Origin,M,Cancelled,1960
10680198,2013-9-26,"JOSTOCK, STEPHANIE",686,774,TEN MILE RD,BAXLEY,31513 - 7459,APPLING,White not of Hispanic Origin,F,Active,2013
04364863,1966-5-5,"HODGES, MATHILDE",467,73,HIGHLAND DR,ODUM,31513 - 5902,APPLING,White not of Hispanic Origin,F,Active,1966
01547478,1963-11-13,"SWEAT, CLAUDIA",301,131,FOREST AVE,BAXLEY,31513 - 2462,APPLING,White not of Hispanic Origin,F,Active,1963
13258103,2002-6-12,"HARPER, BERNICE",316,,SATILLA CHURCH RD,BAXLEY,31513 - 5715,APPLING,Black not of Hispanic Origin,M,Active,2002
11523465,1974-5-17,"TAYLOR, DARON",614,880,OSCAR TIPPINS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1974
05623375,1976-6-9,"HALLMAN, LINNIE",604,91,FOUNDRY ST,BAXLEY,31513 - 7406,APPLING,White not of Hispanic Origin,F,Cancelled,1976
11099318,1969-5-20,"TAYLOR, WILL",50,719,LYNN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1969
3270144,1963-10-21,"CAUSEY, SYDNEY",778,168,PRIMROSE LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1963
05220530,1986-9-26,"HOTCHKISS, JARED",465,549,CYPRESS DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1986
00653992,1970-11-1,"MCLAIN, ERNA",710,17,NAILS FERRY RD,BAXLEY,31513 - 7236,APPLING,White not of Hispanic Origin,F,Active,1970
05184753,1976-4-28,"SYPHO, HAYDEN",532,101,LAMAR CROSBY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1976
11926065,1987-9-24,"ADKINS, BERNARD",104,629,SATILLA CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1987
00649088,1991-4-19,"COATS, TYRELL",512,810,BOBBIE VANN RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1991
00648507,1962-1-1,"CRAYTON, LOURDES",471,,BARFIELD ST,BAXLEY,31563 - 2045,APPLING,White not of Hispanic Origin,F,Active,1962
00654514,1990-12-14,"SMITH, DOVIE",661,,JEKYLL RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,1990
00654383,1986-11-4,"ARNETT, JEFFRY",171,624,TIM CROSBY RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,M,Active,1986
00653848,2020-11-4,"MCMAHON, DONOVAN",824,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2020
00652531,2020-5-28,"WRIGHT, LUISA",747,809,NAILS FERRY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2020
12684847,2022-12-2,"HARRELL, SEAN",835,,ALMA LN,BAXLEY,31513 - 2817,APPLING,White not of Hispanic Origin,M,Active,2022
03714566,1984-12-11,"TOOR, EARL",897,,E ALLEN ST,BAXLEY,31513 - 1725,APPLING,Black not of Hispanic Origin,M,Active,1984
06244073,1962-5-5,"SURRENCY, BOYD",103,,FINLEY VANN LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1962
03797085,1961-11-10,"DENNIS, BESSIE",912,988,PHILLIPI CHURCH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1961
05569142,1989-11-8,"BAUMGARDT, ADRIENNE",492,397,TOMBERLIN CEMETERY RD,ODUM,31513 - 9803,APPLING,White not of Hispanic Origin,F,Cancelled,1989
08695129,1999-1-28,"CASSIDA, CONCEPCION",792,,MAPLE LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1999
04234273,1999-4-18,"MILLER, RENEE",811,188,N MAIN ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1999
08392730,1973-3-4,"HOLMES, TERRY",565,,AMBER LN,ODUM,31513 - 8376,APPLING,White not of Hispanic Origin,M,Active,1973
08278214,1969-11-1,"SPELL, LEE",779,,COUNTY FARM RD,BAXLEY,31563 - 3620,APPLING,Black not of Hispanic Origin,M,Active,1969
08311765,2009-5-16,"DUDEK, AMELIA",312,,JEKYLL RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,2009
08445915,2022-1-26,"HUTTO, FIDEL",125,753,SPEER ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2022
10905409,2003-12-23,"KING, CELESTE",72,715,HATCH PKWY S,BAXLEY,31513 - 8694,APPLING,White not of Hispanic Origin,F,Active,2003
06922128,1987-12-8,"WATSON, GENERAL",564,,ACORN LN,SURRENCY,31513 - 0890,APPLING,Black not of Hispanic Origin,M,Active,1987
13488616,1991-11-3,"CROSBY, NEAL",426,549,OLD FIELD CEMETERY RD,BAXLEY,31513,APPLING,Unknown,M,Cancelled,1991
12527480,2019-12-26,"MILLER, SHEDRICK",731,878,FAIR ST,ODUM,31513 - 6660,APPLING,Unknown,Unknown,Active,2019
00650739,1996-3-14,"KING, ERWIN",511,980,NORTHSIDE ST,BAXLEY,31513 - 3307,APPLING,White not of Hispanic Origin,M,Cancelled,1996
00653237,1989-9-4,"LEWIS, CAMILLE",944,,FLETCHER RD,BAXLEY,31563 - 3311,APPLING,White not of Hispanic Origin,F,Active,1989
03805682,2002-3-21,"BLUEFORD, ROSCOE",925,,CLIFTON CROSBY RD,BAXLEY,31513,APPLING,Hispanic,M,Active,2002
655071,1970-4-7,"VAUGHN, CORNELIUS",590,38,WRIGHT DR,BAXLEY,31513 - 2825,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1970
00649576,1991-4-17,"PEARCE, BEATRICE",950,,DYAL DR,HAZLEHURST,31513,APPLING,White not of Hispanic Origin,F,Active,1991
01334092,1974-3-4,"HALLMAN, CHRISTINE",890,557,BRENDA KAYE YAWN RD,BAXLEY,31513 - 7146,APPLING,White not of Hispanic Origin,F,Active,1974
06169389,1973-11-14,"COX, WILLIAM",338,791,PHILLIPS ST,BAXLEY,31513 - 5936,APPLING,White not of Hispanic Origin,F,Cancelled,1973
04897914,1996-3-26,"BLANTON, REESE",661,924,WOODLAWN CHURCH RD,BAXLEY,31513 - 7709,APPLING,White not of Hispanic Origin,M,Active,1996
12552447,2016-6-8,"PLANT, LENNIE",602,60,FOUNDRY ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2016
03662805,2005-10-5,"MCCRIMMON, AGATHA",855,834,AUBURN ST,BAXLEY,31513,APPLING,Unknown,F,Active,2005
00651242,2013-12-15,"IGOU, ALARIC",984,946,BLACKSHEAR HWY,BAXLEY,31513 - 4321,APPLING,White not of Hispanic Origin,M,Active,2013
12803430,1994-5-19,"DUNN, HARRIS",891,870,GOLDEN ISLE E,BAXLEY,31518 - 3800,APPLING,Black not of Hispanic Origin,M,Cancelled,1994
08836662,1998-1-12,"WILLIAMSON, BERT",504,130,W RIVER RD,BAXLEY,31513 - 6652,APPLING,White not of Hispanic Origin,M,Active,1998
13369406,1976-7-18,"TISDALE, MITCHEL",724,,HATCH PKWY S,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1976
11720120,2017-9-8,"OLLIFF, LINA",306,,WOODLAWN CHURCH RD,BAXLEY,31539,APPLING,White not of Hispanic Origin,F,Cancelled,2017
12374966,2004-2-18,"THOMPKINS, JOAQUIN",208,298,GOLDEN ISLE W,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2004
11095741,2009-11-22,"SELLERS, HAROLD",300,562,ZOAR RD,BAXLEY,31513 - 5025,APPLING,Black not of Hispanic Origin,M,Cancelled,2009
13026107,1989-4-17,"VARNADORE, JACEY",61,677,JOHN HERNDON RD,BAXLEY,31513 - 7072,APPLING,White not of Hispanic Origin,F,Active,1989
11605479,1980-11-19,"CARTER, ZARIA",596,963,2ND ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1980
08573750,1967-3-6,"HAYES, BOBBIE",903,459,ALTAMAHA SCHOOL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1967
7628878,2022-8-18,"OVERSTREET, EDDIE",929,634,EDSEL SMITH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2022
12762561,2015-7-27,"BAUMGARDT, JERRY",319,576,LACKAWANNA ST,BAXLEY,31513 - 8654,APPLING,Black not of Hispanic Origin,F,Active,2015
04978771,2001-1-16,"MCMILLAN, ASHLYN",525,,PICKETT RD,BAXLEY,31513 - 8681,APPLING,White not of Hispanic Origin,F,Cancelled,2001
03712780,1993-8-2,"COLEMAN, DEXTER",454,660,GA HIGHWAY 121 SE,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1993
11571593,2018-3-2,"LEGGON, SARAH",39,259,ROBIN ST,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,2018
03741395,2001-2-15,"GIBBS, CELESTE",286,376,PINE STREET EXT,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2001
10701903,2009-11-26,"WAL, ALIZA",921,,SMART RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2009
10225455,1972-2-24,"SPELL, ALLAN",745,,DYAL SCHOOL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1972
12162852,1992-1-18,"JONES, WILBUR",432,,CROSBY ST,BAXLEY,31513 - 0432,APPLING,White not of Hispanic Origin,M,Cancelled,1992
00652062,1998-12-16,"WOOD, BEATRICE",903,192,GENE RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,1998
00651196,1968-1-19,"PAGE, CLEO",970,117,TEN MILE RD,SURRENCY,31513 - 5910,APPLING,Black not of Hispanic Origin,M,Cancelled,1968
04970693,2014-5-19,"GARCIA, FERDINAND",356,,HAMILTON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2014
00647196,1965-12-12,"BRYANT, PERCY",353,,E TOLLISON ST,BAXLEY,31513 - 6135,APPLING,White not of Hispanic Origin,M,Inactive,1965
00651074,2014-4-24,"MURPHY, ISABELLA",52,,NAILS FERRY RD,BAXLEY,31563 - 3350,APPLING,White not of Hispanic Origin,F,Active,2014
12009467,1975-10-18,"NASH, MINTIE",92,878,FLOOD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1975
00647178,1968-12-4,"CROSBY, KENDALL",447,807,GOLDEN ISLE E,BAXLEY,31513 - 4510,APPLING,White not of Hispanic Origin,M,Active,1968
649986,1960-4-13,"ADAMS, FERNE",1,312,PEBBLE LN,BAXLEY,31513 - 3966,APPLING,White not of Hispanic Origin,F,Active,1960
03343785,1992-2-20,"MAY, HOUSTON",847,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1992
00652449,1972-6-20,"WILLIAMS, RODNEY",898,976,FAIRVIEW DR,BAXLEY,31563,APPLING,White not of Hispanic Origin,M,Cancelled,1972
03618867,1964-6-27,"SHEFFIELD, GARLAND",690,,ZOAR RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1964
651684,1995-12-23,"BRINSON, TORRENCE",98,895,CLELAND LN,BAXLEY,31513 - 1015,APPLING,White not of Hispanic Origin,M,Active,1995
05185870,1977-10-24,"GRIFFIN, DOLLY",315,105,QUAIL HOLLOW RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1977
08922765,2012-3-21,"JIMENEZ, SOFIA",742,609,CENTRAL ST,BAXLEY,31513 - 5601,APPLING,White not of Hispanic Origin,F,Active,2012
00647670,1961-12-19,"MILLER, GUSTAVO",227,971,COLONIAL DR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1961
00652316,2014-8-20,"SALDANA, JAZMIN",382,874,HILL TOP RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,2014
00650741,2023-7-20,"SMITH, LUCINDA",377,879,HIGHLAND DR,BAXLEY,31513 - 7295,APPLING,White not of Hispanic Origin,Unknown,Active,2023
13299212,2013-11-9,"WILLIAMS, KASEY",202,934,SPEER ST,BAXLEY,31513 - 2942,APPLING,Black not of Hispanic Origin,F,Active,2013
07224448,1983-10-16,"GRIFFIS, BOB",510,824,COUNTY FARM RD,BAXLEY,31513 - 8819,APPLING,White not of Hispanic Origin,M,Active,1983
00647441,1966-1-28,"DASHER, ASA",727,429,ASBURY CHURCH RD,BAXLEY,31513 - 8181,APPLING,White not of Hispanic Origin,M,Active,1966
05246844,1998-9-21,"EASON, DARIN",950,854,LAKEVIEW DR,BAXLEY,31513 - 9300,APPLING,White not of Hispanic Origin,M,Cancelled,1998
00648914,2023-1-28,"HORTON, JIM",268,150,POPLAR LN,BAXLEY,31563,APPLING,White not of Hispanic Origin,M,Cancelled,2023
